queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;256;100000;10;34.2081;24.3715;2923.28;16.028
FIFO Queue;2;256;100000;10;23.9258;22.9074;4179.58;17.0523
FIFO Queue;3;256;100000;10;23.3829;22.9421;4276.63;17.0265
FIFO Queue;4;256;100000;10;23.6905;22.6813;4221.1;17.2223
FIFO Queue;5;256;100000;10;23.5342;23.6456;4249.14;16.52
FIFO Queue;6;256;100000;10;23.3183;22.2743;4288.49;17.537
FIFO Queue;7;256;100000;10;23.3694;22.645;4279.1;17.2499
FIFO Queue;8;256;100000;10;23.4129;22.8759;4271.15;17.0758
FIFO Queue;9;256;100000;10;23.9596;22.8528;4173.69;17.0931
FIFO Queue;10;256;100000;10;22.9347;22.4927;4360.2;17.3667
