queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;44;10000;10;4.06031;3.3483;2462.86;67.8771
FIFO Queue;2;44;10000;10;3.45041;3.41485;2898.21;66.5542
FIFO Queue;3;44;10000;10;3.43139;3.93739;2914.27;57.7216
FIFO Queue;4;44;10000;10;3.38357;3.66189;2955.46;62.0643
FIFO Queue;5;44;10000;10;3.53801;3.61071;2826.45;62.9441
FIFO Queue;6;44;10000;10;2.86881;2.95475;3485.77;76.9178
FIFO Queue;7;44;10000;10;2.75977;2.9257;3623.49;77.6816
FIFO Queue;8;44;10000;10;2.82697;2.97147;3537.36;76.4849
FIFO Queue;9;44;10000;10;2.84036;2.94479;3520.68;77.1779
FIFO Queue;10;44;10000;10;2.81489;2.98899;3552.54;76.0366
