queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;52;10000;10;3.76321;2.44655;2657.3;78.6035
LockBased Queue;2;52;10000;10;3.92884;2.79412;2545.28;68.826
LockBased Queue;3;52;10000;10;4.0594;3.74573;2463.42;51.3405
LockBased Queue;4;52;10000;10;4.98008;3.36391;2008;57.1678
LockBased Queue;5;52;10000;10;4.46628;3.463;2239;55.5321
LockBased Queue;6;52;10000;10;4.68847;3.61886;2132.89;53.1404
LockBased Queue;7;52;10000;10;4.40623;3.21263;2269.51;59.8599
LockBased Queue;8;52;10000;10;4.48265;3.22264;2230.82;59.674
LockBased Queue;9;52;10000;10;4.35209;3.09284;2297.75;62.1784
LockBased Queue;10;52;10000;10;4.38661;2.99067;2279.66;64.3024
