queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;10;100000;10;39.8582;45.8515;2508.89;218.095
FIFO Queue;2;10;100000;10;49.1958;52.0234;2032.7;192.221
FIFO Queue;3;10;100000;10;57.6588;61.035;1734.34;163.84
FIFO Queue;4;10;100000;10;66.4639;65.8585;1504.58;151.841
FIFO Queue;5;10;100000;10;66.9223;65.8757;1494.27;151.801
FIFO Queue;6;10;100000;10;87.0469;84.1914;1148.81;118.777
FIFO Queue;7;10;100000;10;82.2597;82.5577;1215.66;121.127
FIFO Queue;8;10;100000;10;80.8507;82.2871;1236.85;121.526
FIFO Queue;9;10;100000;10;80.7966;82.6024;1237.68;121.062
FIFO Queue;10;10;100000;10;80.6032;82.5631;1240.65;121.119
