queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;48;10000;10;4.15728;2.98986;2405.42;69.6799
LockBased Queue;2;48;10000;10;2.92234;2.0934;3421.92;99.519
LockBased Queue;3;48;10000;10;3.07922;2.512;3247.58;82.9353
LockBased Queue;4;48;10000;10;2.88174;2.56654;3470.13;81.1729
LockBased Queue;5;48;10000;10;3.67665;2.59044;2719.87;80.4238
LockBased Queue;6;48;10000;10;3.68811;3.03428;2711.42;68.66
LockBased Queue;7;48;10000;10;3.73313;3.01783;2678.71;69.0343
LockBased Queue;8;48;10000;10;3.78487;3.08164;2642.1;67.6046
LockBased Queue;9;48;10000;10;4.07587;3.37433;2453.47;61.7406
LockBased Queue;10;48;10000;10;3.989;3.19543;2506.89;65.1973
