queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;30;1000;10;4.55321;2.62547;219.625;12.6961
FIFO Queue;2;30;1000;10;1.4593;1.81301;685.258;18.3857
FIFO Queue;3;30;1000;10;3.01734;1.83406;331.417;18.1746
FIFO Queue;4;30;1000;10;1.00587;1.00382;994.169;33.2065
FIFO Queue;5;30;1000;10;1.78503;1.0261;560.213;32.4854
FIFO Queue;6;30;1000;10;1.06653;1.1123;937.621;29.9678
FIFO Queue;7;30;1000;10;1.14854;1.09941;870.668;30.3193
FIFO Queue;8;30;1000;10;1.36362;1.32507;733.345;25.1558
FIFO Queue;9;30;1000;10;1.7063;2.05452;586.064;16.2244
FIFO Queue;10;30;1000;10;1.72382;0.756558;580.107;44.0592
