queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;14;10000;10;4.29777;2.85578;2326.79;250.119
FIFO Queue;2;14;10000;10;3.067;2.745;3260.52;260.213
FIFO Queue;3;14;10000;10;3.03418;2.71876;3295.79;262.724
FIFO Queue;4;14;10000;10;3.02583;2.72925;3304.88;261.715
FIFO Queue;5;14;10000;10;3.04491;2.69982;3284.17;264.568
FIFO Queue;6;14;10000;10;3.67569;3.64345;2720.58;196.047
FIFO Queue;7;14;10000;10;3.94205;3.61736;2536.75;197.461
FIFO Queue;8;14;10000;10;3.88184;3.68172;2576.1;194.009
FIFO Queue;9;14;10000;10;3.91668;3.63423;2553.18;196.544
FIFO Queue;10;14;10000;10;3.91067;3.68367;2557.11;193.906
