queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;48;100000;10;29.0962;27.4689;3436.88;75.8433
FIFO Queue;2;48;100000;10;24.4046;25.11;4097.59;82.9683
FIFO Queue;3;48;100000;10;25.4916;25.3495;3922.86;82.1845
FIFO Queue;4;48;100000;10;26.6505;26.7313;3752.27;77.9362
FIFO Queue;5;48;100000;10;26.9922;26.5252;3704.77;78.5416
FIFO Queue;6;48;100000;10;26.4412;27.1702;3781.98;76.6771
FIFO Queue;7;48;100000;10;59.5423;25.7447;1679.48;80.923
FIFO Queue;8;48;100000;10;35.1616;26.0831;2844.01;79.8731
FIFO Queue;9;48;100000;10;26.0347;26.0388;3841.02;80.0089
FIFO Queue;10;48;100000;10;26.1109;26.052;3829.81;79.9684
