queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;28;10000;10;4.31562;0.219281;2317.17;1628.7
LockBased Queue;2;28;10000;10;3.45428;0.207138;2894.96;1724.18
LockBased Queue;3;28;10000;10;3.11681;0.207318;3208.41;1722.68
LockBased Queue;4;28;10000;10;3.34153;0.207379;2992.64;1722.17
LockBased Queue;5;28;10000;10;3.46315;0.207378;2887.55;1722.18
LockBased Queue;6;28;10000;10;3.14467;0.207599;3179.98;1720.35
LockBased Queue;7;28;10000;10;3.33494;0.207278;2998.56;1723.01
LockBased Queue;8;28;10000;10;3.35181;0.207298;2983.46;1722.85
LockBased Queue;9;28;10000;10;3.1548;0.2079;3169.77;1717.86
LockBased Queue;10;28;10000;10;2.98399;0.207709;3351.22;1719.44
