queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;2;10000;10;2.07444;1.19527;4820.58;4183.16
LockBased Queue;2;2;10000;10;1.59872;1.12845;6255.02;4430.84
LockBased Queue;3;2;10000;10;1.72973;0.828472;5781.25;6035.21
LockBased Queue;4;2;10000;10;1.21353;1.12989;8240.4;4425.22
LockBased Queue;5;2;10000;10;1.52876;0.885931;6541.23;5643.78
LockBased Queue;6;2;10000;10;1.33257;0.863618;7504.31;5789.6
LockBased Queue;7;2;10000;10;1.19884;0.887924;8341.42;5631.11
LockBased Queue;8;2;10000;10;1.22051;0.943168;8193.32;5301.28
LockBased Queue;9;2;10000;10;1.1044;0.810689;9054.7;6167.59
LockBased Queue;10;2;10000;10;1.09971;0.84836;9093.3;5893.72
