queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;42;100;10;1.69439;2.07248;59.0182;1.14884
LockBased Queue;2;42;100;10;0.914754;1.6604;109.319;1.43396
LockBased Queue;3;42;100;10;1.61574;2.06915;61.8913;1.15069
LockBased Queue;4;42;100;10;2.01784;1.22826;49.5579;1.93847
LockBased Queue;5;42;100;10;1.20381;1.24353;83.0699;1.91467
LockBased Queue;6;42;100;10;2.37444;0.897822;42.1152;2.65192
LockBased Queue;7;42;100;10;1.9679;1.2018;50.8157;1.98115
LockBased Queue;8;42;100;10;2.0378;1.23492;49.0726;1.92802
LockBased Queue;9;42;100;10;1.63841;1.75951;61.0348;1.35319
LockBased Queue;10;42;100;10;1.25686;2.02993;79.563;1.17292
