queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;48;100;10;1.27382;1.67257;78.5042;1.24559
LockBased Queue;2;48;100;10;1.98518;1.73953;50.3733;1.19764
LockBased Queue;3;48;100;10;1.76595;2.03601;56.6268;1.02324
LockBased Queue;4;48;100;10;1.2783;1.44846;78.2291;1.43831
LockBased Queue;5;48;100;10;2.11788;1.80794;47.2171;1.15233
LockBased Queue;6;48;100;10;1.3948;1.15704;71.6947;1.80057
LockBased Queue;7;48;100;10;1.2239;1.98089;81.7058;1.05171
LockBased Queue;8;48;100;10;0.899084;0.894356;111.224;2.32942
LockBased Queue;9;48;100;10;1.20687;0.94982;82.8588;2.1934
LockBased Queue;10;48;100;10;0.942657;0.910216;106.083;2.28883
