queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;58;10000;10;3.89158;3.1456;2569.65;54.8112
FIFO Queue;2;58;10000;10;3.54666;3.39492;2819.55;50.7858
FIFO Queue;3;58;10000;10;3.7527;3.48389;2664.75;49.4889
FIFO Queue;4;58;10000;10;3.22587;3.77643;3099.94;45.6552
FIFO Queue;5;58;10000;10;3.22486;3.93036;3100.91;43.8672
FIFO Queue;6;58;10000;10;3.41555;3.80914;2927.78;45.2632
FIFO Queue;7;58;10000;10;3.26125;3.76093;3066.31;45.8434
FIFO Queue;8;58;10000;10;3.23507;3.99723;3091.13;43.1333
FIFO Queue;9;58;10000;10;3.43061;3.71941;2914.93;46.3551
FIFO Queue;10;58;10000;10;3.39213;3.80449;2948;45.3185
