queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;64;10000;10;3.78416;3.80518;2642.59;41.0624
FIFO Queue;2;64;10000;10;2.97571;3.85587;3360.55;40.5227
FIFO Queue;3;64;10000;10;2.80207;3.34667;3568.79;46.6882
FIFO Queue;4;64;10000;10;2.88317;2.70004;3468.4;57.8695
FIFO Queue;5;64;10000;10;2.90796;2.72619;3438.84;57.3145
FIFO Queue;6;64;10000;10;2.87895;2.75876;3473.48;56.6378
FIFO Queue;7;64;10000;10;2.91739;2.34667;3427.72;66.5838
FIFO Queue;8;64;10000;10;3.08283;2.69456;3243.78;57.9872
FIFO Queue;9;64;10000;10;2.89753;2.63503;3451.22;59.2973
FIFO Queue;10;64;10000;10;3.33752;2.97151;2996.23;52.5827
