queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;22;10000;10;5.62691;1.95733;1777.17;232.228
LockBased Queue;2;22;10000;10;3.74534;1.91715;2669.99;237.094
LockBased Queue;3;22;10000;10;3.64724;2.41935;2741.8;187.879
LockBased Queue;4;22;10000;10;3.39463;2.69115;2945.83;168.904
LockBased Queue;5;22;10000;10;3.47113;2.71842;2880.9;167.209
LockBased Queue;6;22;10000;10;3.47604;2.659;2876.83;170.946
LockBased Queue;7;22;10000;10;3.32559;2.65328;3006.98;171.314
LockBased Queue;8;22;10000;10;3.5082;2.57829;2850.46;176.297
LockBased Queue;9;22;10000;10;3.44727;2.65673;2900.85;171.092
LockBased Queue;10;22;10000;10;3.60277;2.5875;2775.64;175.67
