queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;32;10000;10;3.77654;3.96837;2647.93;78.7478
FIFO Queue;2;32;10000;10;3.63604;3.49894;2750.24;89.3128
FIFO Queue;3;32;10000;10;3.305;3.22261;3025.72;96.9711
FIFO Queue;4;32;10000;10;3.30663;3.22076;3024.23;97.0269
FIFO Queue;5;32;10000;10;3.3112;3.19886;3020.06;97.6912
FIFO Queue;6;32;10000;10;3.29974;3.2198;3030.54;97.0556
FIFO Queue;7;32;10000;10;3.38412;3.39843;2954.98;91.9543
FIFO Queue;8;32;10000;10;3.46362;3.41811;2887.15;91.4249
FIFO Queue;9;32;10000;10;3.45393;3.40925;2895.25;91.6624
FIFO Queue;10;32;10000;10;3.51656;3.41283;2843.69;91.5661
