queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;28;100000;10;40.6517;34.6908;2459.92;102.95
FIFO Queue;2;28;100000;10;40.4885;34.9813;2469.84;102.095
FIFO Queue;3;28;100000;10;46.1093;35.2745;2168.76;101.247
FIFO Queue;4;28;100000;10;46.3484;35.5178;2157.57;100.553
FIFO Queue;5;28;100000;10;46.9526;35.4099;2129.81;100.86
FIFO Queue;6;28;100000;10;46.7698;35.3881;2138.13;100.922
FIFO Queue;7;28;100000;10;46.2982;35.2801;2159.91;101.231
FIFO Queue;8;28;100000;10;46.762;35.3448;2138.49;101.045
FIFO Queue;9;28;100000;10;50.0412;35.3664;1998.35;100.984
FIFO Queue;10;28;100000;10;50.0259;35.2962;1998.96;101.185
