queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;42;100000;10;32.5683;30.5264;3070.47;77.9966
FIFO Queue;2;42;100000;10;29.827;30.3442;3352.67;78.4647
FIFO Queue;3;42;100000;10;31.3545;31.361;3189.34;75.9208
FIFO Queue;4;42;100000;10;31.3795;31.4474;3186.8;75.7122
FIFO Queue;5;42;100000;10;33.179;33.7221;3013.96;70.6051
FIFO Queue;6;42;100000;10;33.4102;33.3478;2993.1;71.3976
FIFO Queue;7;42;100000;10;33.8475;67.667;2954.43;35.1863
FIFO Queue;8;42;100000;10;39.948;33.5153;2503.25;71.0409
FIFO Queue;9;42;100000;10;32.7854;34.1338;3050.13;69.7536
FIFO Queue;10;42;100000;10;32.8763;34.1864;3041.71;69.6462
