queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;14;100;10;2.40113;0.833622;41.6471;8.56846
LockBased Queue;2;14;100;10;0.803847;0.847599;124.402;8.42717
LockBased Queue;3;14;100;10;0.895969;0.818905;111.611;8.72245
LockBased Queue;4;14;100;10;0.817833;0.891801;122.274;8.00947
LockBased Queue;5;14;100;10;0.927528;0.830747;107.813;8.59811
LockBased Queue;6;14;100;10;1.16463;0.811611;85.864;8.80084
LockBased Queue;7;14;100;10;1.20322;0.817592;83.11;8.73646
LockBased Queue;8;14;100;10;0.804989;0.708658;124.225;10.0794
LockBased Queue;9;14;100;10;0.498925;0.814135;200.431;8.77355
LockBased Queue;10;14;100;10;0.772197;0.803065;129.501;8.89449
