queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;26;1000;10;4.95646;2.9426;201.757;13.0706
FIFO Queue;2;26;1000;10;1.42837;1.43811;700.1;26.7446
FIFO Queue;3;26;1000;10;1.38129;1.2361;723.961;31.1153
FIFO Queue;4;26;1000;10;1.03982;1.05863;961.706;36.3313
FIFO Queue;5;26;1000;10;1.45844;1.87222;685.662;20.5433
FIFO Queue;6;26;1000;10;1.27093;1.44381;786.824;26.639
FIFO Queue;7;26;1000;10;0.918201;1.14529;1089.09;33.5824
FIFO Queue;8;26;1000;10;0.790152;1.11288;1265.58;34.5605
FIFO Queue;9;26;1000;10;0.723927;1.0468;1381.35;36.7419
FIFO Queue;10;26;1000;10;0.596197;1.06645;1677.3;36.0651
