queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;16;1000000;10;514.827;795.571;1942.4;78.5599
FIFO Queue;2;16;1000000;10;620.253;795.967;1612.25;78.5208
FIFO Queue;3;16;1000000;10;414.987;729.846;2409.71;85.6346
FIFO Queue;4;16;1000000;10;526.189;627.89;1900.46;99.5398
FIFO Queue;5;16;1000000;10;550.069;739.74;1817.95;84.4891
FIFO Queue;6;16;1000000;10;621.654;799.667;1608.61;78.1575
FIFO Queue;7;16;1000000;10;594.751;752.938;1681.38;83.0082
FIFO Queue;8;16;1000000;10;600.755;797.254;1664.57;78.3941
FIFO Queue;9;16;1000000;10;595.569;797.601;1679.07;78.3599
FIFO Queue;10;16;1000000;10;595.055;797.763;1680.52;78.3441
