queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;12;100;10;2.84023;0.875662;35.2085;9.51661
FIFO Queue;2;12;100;10;0.833292;0.834214;120.006;9.98944
FIFO Queue;3;12;100;10;0.920425;0.829535;108.645;10.0458
FIFO Queue;4;12;100;10;0.846968;0.854442;118.068;9.75295
FIFO Queue;5;12;100;10;0.813455;0.845305;122.932;9.85837
FIFO Queue;6;12;100;10;0.850004;0.852197;117.647;9.77865
FIFO Queue;7;12;100;10;0.857468;0.862797;116.622;9.65851
FIFO Queue;8;12;100;10;0.852929;0.854763;117.243;9.74929
FIFO Queue;9;12;100;10;0.850114;0.873297;117.631;9.54238
FIFO Queue;10;12;100;10;0.848161;0.852869;117.902;9.77094
