queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;26;1000;10;1.47117;1.31546;679.733;29.2382
LockBased Queue;2;26;1000;10;0.817421;1.14068;1223.36;33.7182
LockBased Queue;3;26;1000;10;0.798777;1.45888;1251.91;26.3637
LockBased Queue;4;26;1000;10;0.892443;1.11793;1120.52;34.4044
LockBased Queue;5;26;1000;10;1.07787;1.60664;927.757;23.9391
LockBased Queue;6;26;1000;10;0.63994;1.0389;1562.65;37.0215
LockBased Queue;7;26;1000;10;0.871103;1.16826;1147.97;32.9221
LockBased Queue;8;26;1000;10;0.957844;1.02652;1044.01;37.4677
LockBased Queue;9;26;1000;10;0.461896;1.14071;2164.99;33.7173
LockBased Queue;10;26;1000;10;0.423383;1.11968;2361.93;34.3505
