queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;22;1000;10;4.59818;1.72984;217.478;26.2767
LockBased Queue;2;22;1000;10;0.791804;0.93377;1262.94;48.6785
LockBased Queue;3;22;1000;10;0.631855;0.939952;1582.64;48.3584
LockBased Queue;4;22;1000;10;0.577873;1.03545;1730.48;43.8983
LockBased Queue;5;22;1000;10;1.06097;1.41131;942.535;32.2075
LockBased Queue;6;22;1000;10;0.663553;1.68476;1507.04;26.9799
LockBased Queue;7;22;1000;10;1.72067;1.25743;581.168;36.1489
LockBased Queue;8;22;1000;10;1.22537;1.36347;816.083;33.3373
LockBased Queue;9;22;1000;10;0.952956;1.68859;1049.37;26.9186
LockBased Queue;10;22;1000;10;0.99817;1.65407;1001.83;27.4804
