queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;38;100;10;4.81735;2.7928;20.7583;0.942272
LockBased Queue;2;38;100;10;2.42936;1.97595;41.1631;1.3318
LockBased Queue;3;38;100;10;1.56812;1.23056;63.7707;2.13853
LockBased Queue;4;38;100;10;2.00973;1.64788;49.758;1.59695
LockBased Queue;5;38;100;10;1.12704;1.62838;88.7278;1.61607
LockBased Queue;6;38;100;10;1.92445;1.80123;51.963;1.46099
LockBased Queue;7;38;100;10;1.25433;1.35892;79.7238;1.93653
LockBased Queue;8;38;100;10;1.26374;2.0844;79.1303;1.26251
LockBased Queue;9;38;100;10;1.01618;1.55096;98.4082;1.69675
LockBased Queue;10;38;100;10;1.53641;1.56367;65.0868;1.68295
