queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;38;10000;10;4.4103;3.78321;2267.42;69.5594
FIFO Queue;2;38;10000;10;3.96073;3.87523;2524.79;67.9076
FIFO Queue;3;38;10000;10;3.21576;3.51842;3109.69;74.7944
FIFO Queue;4;38;10000;10;3.16237;3.61212;3162.19;72.8541
FIFO Queue;5;38;10000;10;3.18313;3.54648;3141.56;74.2026
FIFO Queue;6;38;10000;10;3.1377;3.28901;3187.05;80.0114
FIFO Queue;7;38;10000;10;2.94665;3.00372;3393.68;87.6107
FIFO Queue;8;38;10000;10;2.957;2.96801;3381.8;88.6647
FIFO Queue;9;38;10000;10;2.97814;2.98392;3357.8;88.1919
FIFO Queue;10;38;10000;10;2.9692;2.97508;3367.92;88.4541
