queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;62;10000;10;6.44893;2.62038;1550.65;61.5523
LockBased Queue;2;62;10000;10;4.98499;3.84316;2006.02;41.9681
LockBased Queue;3;62;10000;10;4.92579;3.64281;2030.13;44.2764
LockBased Queue;4;62;10000;10;4.61678;3.89037;2166.01;41.4589
LockBased Queue;5;62;10000;10;4.33247;3.88867;2308.15;41.477
LockBased Queue;6;62;10000;10;4.42246;3.58592;2261.19;44.9788
LockBased Queue;7;62;10000;10;4.82757;3.94936;2071.44;40.8396
LockBased Queue;8;62;10000;10;4.63272;3.48027;2158.56;46.3442
LockBased Queue;9;62;10000;10;4.86161;3.57991;2056.93;45.0543
LockBased Queue;10;62;10000;10;4.78449;4.13253;2090.09;39.0294
