queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;24;1000;10;4.49437;1.8673;222.5;22.3139
FIFO Queue;2;24;1000;10;1.8525;2.16176;539.81;19.2744
FIFO Queue;3;24;1000;10;2.21881;1.87965;450.692;22.1672
FIFO Queue;4;24;1000;10;1.12426;0.64586;889.476;64.5135
FIFO Queue;5;24;1000;10;1.34929;1.50958;741.131;27.6015
FIFO Queue;6;24;1000;10;0.674504;1.80159;1482.57;23.1277
FIFO Queue;7;24;1000;10;0.841697;1.03767;1188.08;40.1539
FIFO Queue;8;24;1000;10;1.36868;1.17091;730.633;35.585
FIFO Queue;9;24;1000;10;1.06546;1.82031;938.564;22.8898
FIFO Queue;10;24;1000;10;1.29717;1.85532;770.908;22.458
