queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;34;100;10;2.94417;0.920134;33.9655;3.19647
FIFO Queue;2;34;100;10;0.916227;0.909114;109.143;3.23521
FIFO Queue;3;34;100;10;0.983653;1.31743;101.662;2.23251
FIFO Queue;4;34;100;10;0.901981;0.881922;110.867;3.33496
FIFO Queue;5;34;100;10;0.903933;0.876031;110.628;3.35739
FIFO Queue;6;34;100;10;0.935844;1.26415;106.855;2.32661
FIFO Queue;7;34;100;10;1.54675;1.59238;64.6517;1.84703
FIFO Queue;8;34;100;10;1.96307;1.21455;50.9406;2.42163
FIFO Queue;9;34;100;10;1.51603;1.5662;65.9617;1.87791
FIFO Queue;10;34;100;10;1.52613;1.54421;65.5252;1.90464
