queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;50;10000;10;4.58999;3.22728;2178.65;61.9717
LockBased Queue;2;50;10000;10;3.98774;3.57273;2507.68;55.9797
LockBased Queue;3;50;10000;10;3.92229;3.11607;2549.53;64.1834
LockBased Queue;4;50;10000;10;4.04333;3.31794;2473.21;60.2784
LockBased Queue;5;50;10000;10;3.95969;3.09469;2525.45;64.6268
LockBased Queue;6;50;10000;10;4.11414;3.94498;2430.64;50.6973
LockBased Queue;7;50;10000;10;4.22049;3.62358;2369.39;55.194
LockBased Queue;8;50;10000;10;4.27678;3.39885;2338.21;58.8434
LockBased Queue;9;50;10000;10;5.03256;3.41166;1987.06;58.6224
LockBased Queue;10;50;10000;10;4.37726;3.87188;2284.53;51.6546
