queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;6;10000;10;3.65556;1.35783;2735.56;1227.45
LockBased Queue;2;6;10000;10;1.74101;1.07566;5743.78;1549.44
LockBased Queue;3;6;10000;10;1.82856;1.04963;5468.8;1587.87
LockBased Queue;4;6;10000;10;1.71147;1.30218;5842.94;1279.9
LockBased Queue;5;6;10000;10;1.86862;1.26079;5351.54;1321.92
LockBased Queue;6;6;10000;10;1.936;1.17057;5165.29;1423.8
LockBased Queue;7;6;10000;10;1.81071;1.11229;5522.69;1498.4
LockBased Queue;8;6;10000;10;1.64526;1.16427;6078.06;1431.51
LockBased Queue;9;6;10000;10;1.62997;1.15451;6135.06;1443.61
LockBased Queue;10;6;10000;10;1.7191;1.09187;5816.99;1526.44
