queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;28;10000;10;3.59504;3.78609;2781.61;94.3303
FIFO Queue;2;28;10000;10;3.11959;2.86181;3205.55;124.796
FIFO Queue;3;28;10000;10;3.04121;2.91864;3288.16;122.366
FIFO Queue;4;28;10000;10;3.06708;2.88514;3260.43;123.787
FIFO Queue;5;28;10000;10;3.09198;2.90388;3234.18;122.988
FIFO Queue;6;28;10000;10;3.08922;2.89452;3237.06;123.386
FIFO Queue;7;28;10000;10;3.10896;3.17481;3216.51;112.493
FIFO Queue;8;28;10000;10;3.34307;3.21089;2991.27;111.229
FIFO Queue;9;28;10000;10;3.37147;3.19802;2966.07;111.676
FIFO Queue;10;28;10000;10;3.38776;3.24286;2951.8;110.132
