queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;8;100;10;3.2143;0.0431;31.1109;290.023
LockBased Queue;2;8;100;10;0.045084;0.032792;2218.08;381.191
LockBased Queue;3;8;100;10;0.043872;0.055745;2279.36;224.235
LockBased Queue;4;8;100;10;0.030988;0.094727;3227.06;131.958
LockBased Queue;5;8;100;10;0.055404;0.062307;1804.92;200.62
LockBased Queue;6;8;100;10;0.465973;0.035507;214.605;352.043
LockBased Queue;7;8;100;10;0.044523;0.040116;2246.03;311.596
LockBased Queue;8;8;100;10;0.049392;0.047058;2024.62;265.63
LockBased Queue;9;8;100;10;0.05359;0.04825;1866.02;259.067
LockBased Queue;10;8;100;10;0.079109;0.031279;1264.08;399.629
