queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;54;10000;10;6.44461;0.210734;1551.69;878.763
LockBased Queue;2;54;10000;10;3.65252;0.211346;2737.83;876.218
LockBased Queue;3;54;10000;10;4.60582;0.211427;2171.17;875.882
LockBased Queue;4;54;10000;10;3.87822;0.581179;2578.5;318.637
LockBased Queue;5;54;10000;10;3.97705;0.207829;2514.43;891.046
LockBased Queue;6;54;10000;10;4.45088;0.209062;2246.75;885.791
LockBased Queue;7;54;10000;10;4.48278;0.207459;2230.76;892.635
LockBased Queue;8;54;10000;10;3.95888;0.210284;2525.97;880.643
LockBased Queue;9;54;10000;10;4.61891;0.207459;2165.01;892.635
LockBased Queue;10;54;10000;10;4.19178;0.207279;2385.62;893.41
