queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;12;1000;10;3.0498;0.021881;327.891;3808.48
LockBased Queue;2;12;1000;10;0.960239;0.02184;1041.41;3815.63
LockBased Queue;3;12;1000;10;0.883655;0.022853;1131.66;3646.49
LockBased Queue;4;12;1000;10;0.946323;0.020819;1056.72;4002.75
LockBased Queue;5;12;1000;10;0.929421;0.0215;1075.94;3875.97
LockBased Queue;6;12;1000;10;0.544691;0.017813;1835.9;4678.23
LockBased Queue;7;12;1000;10;0.208882;0.018375;4787.39;4535.15
LockBased Queue;8;12;1000;10;0.207639;0.017814;4816.05;4677.97
LockBased Queue;9;12;1000;10;0.204783;0.02686;4883.22;3102.51
LockBased Queue;10;12;1000;10;0.190066;0.02158;5261.33;3861.6
