queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;1;1000;10;0.0108;0.0089;92592.6;112360
LockBased Queue;2;1;1000;10;0.0262;0.0095;38167.9;105263
LockBased Queue;3;1;1000;10;0.0115;0.0102;86956.5;98039.2
LockBased Queue;4;1;1000;10;0.0105;0.0089;95238.1;112360
LockBased Queue;5;1;1000;10;0.0095;0.0089;105263;112360
LockBased Queue;6;1;1000;10;0.0095;0.0088;105263;113636
LockBased Queue;7;1;1000;10;0.0094;0.0088;106383;113636
LockBased Queue;8;1;1000;10;0.0094;0.0089;106383;112360
LockBased Queue;9;1;1000;10;0.0105;0.009;95238.1;111111
LockBased Queue;10;1;1000;10;0.0115;0.0089;86956.5;112360
