queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;16;100000;10;8.9754;20.5689;11141.6;303.857
FIFO Queue;2;16;100000;10;9.4428;20.8085;10590.1;300.358
FIFO Queue;3;16;100000;10;8.5572;20.4759;11686.1;305.237
FIFO Queue;4;16;100000;10;7.7982;20.0569;12823.5;311.613
FIFO Queue;5;16;100000;10;8.6596;20.1165;11547.9;310.69
FIFO Queue;6;16;100000;10;7.2946;20.8359;13708.8;299.963
FIFO Queue;7;16;100000;10;7.3657;19.9884;13576.4;312.681
FIFO Queue;8;16;100000;10;7.2243;20.1073;13842.2;310.832
FIFO Queue;9;16;100000;10;7.5264;20.039;13286.6;311.892
FIFO Queue;10;16;100000;10;7.1268;19.9752;14031.5;312.888
