queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;96;100000;10;31.1688;29.2543;3208.34;35.6073
FIFO Queue;2;96;100000;10;28.6941;28.2681;3485.03;36.8495
FIFO Queue;3;96;100000;10;27.551;28.1778;3629.64;36.9676
FIFO Queue;4;96;100000;10;26.5671;28.9;3764.05;36.0438
FIFO Queue;5;96;100000;10;27.619;27.4757;3620.69;37.9123
FIFO Queue;6;96;100000;10;28.6384;27.4375;3491.82;37.965
FIFO Queue;7;96;100000;10;27.0305;28.0476;3699.52;37.1392
FIFO Queue;8;96;100000;10;26.5861;27.7285;3761.36;37.5667
FIFO Queue;9;96;100000;10;76.3711;28.2456;1309.4;36.8789
FIFO Queue;10;96;100000;10;41.7536;28.7392;2395;36.2455
