queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;26;100000;10;28.3807;25.9576;3523.52;148.171
FIFO Queue;2;26;100000;10;26.8712;25.8498;3721.46;148.789
FIFO Queue;3;26;100000;10;26.9921;26.3338;3704.78;146.054
FIFO Queue;4;26;100000;10;30.9667;31.7377;3229.27;121.185
FIFO Queue;5;26;100000;10;33.5719;32.812;2978.68;117.218
FIFO Queue;6;26;100000;10;33.7475;32.8075;2963.18;117.234
FIFO Queue;7;26;100000;10;35.1693;35.2266;2843.39;109.183
FIFO Queue;8;26;100000;10;56.3931;35.7962;1773.27;107.446
FIFO Queue;9;26;100000;10;40.8951;35.8668;2445.28;107.234
FIFO Queue;10;26;100000;10;37.1221;35.8722;2693.81;107.218
