queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;14;10000;10;4.86982;2.35394;2053.47;303.442
LockBased Queue;2;14;10000;10;3.67166;2.28999;2723.56;311.916
LockBased Queue;3;14;10000;10;3.78914;2.44726;2639.12;291.872
LockBased Queue;4;14;10000;10;3.56898;2.26082;2801.92;315.942
LockBased Queue;5;14;10000;10;3.67977;2.20969;2717.56;323.252
LockBased Queue;6;14;10000;10;3.63753;2.24545;2749.12;318.104
LockBased Queue;7;14;10000;10;3.63304;2.22157;2752.52;321.523
LockBased Queue;8;14;10000;10;3.74853;2.20219;2667.71;324.353
LockBased Queue;9;14;10000;10;3.61425;2.2356;2766.82;319.505
LockBased Queue;10;14;10000;10;3.62258;2.24412;2760.47;318.293
