queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;40;100;10;4.04863;0.002435;24.6997;1026.69
LockBased Queue;2;40;100;10;2.00487;0.002815;49.8786;888.099
LockBased Queue;3;40;100;10;0.939159;0.002605;106.478;959.693
LockBased Queue;4;40;100;10;0.648165;0.002685;154.282;931.099
LockBased Queue;5;40;100;10;1.25816;0.002455;79.4813;1018.33
LockBased Queue;6;40;100;10;1.63227;0.002455;61.2644;1018.33
LockBased Queue;7;40;100;10;1.59271;0.002455;62.7859;1018.33
LockBased Queue;8;40;100;10;1.59153;0.002414;62.8325;1035.63
LockBased Queue;9;40;100;10;1.62944;0.002765;61.3707;904.159
LockBased Queue;10;40;100;10;1.67357;0.002425;59.7526;1030.93
