queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;62;1000;10;2.58564;0.021751;386.751;741.531
LockBased Queue;2;62;1000;10;2.05876;0.02125;485.73;759.013
LockBased Queue;3;62;1000;10;2.45865;0.02162;406.728;746.024
LockBased Queue;4;62;1000;10;1.95436;0.02169;511.676;743.616
LockBased Queue;5;62;1000;10;1.8556;0.020969;538.91;769.185
LockBased Queue;6;62;1000;10;2.52313;0.02109;396.333;764.772
LockBased Queue;7;62;1000;10;2.54848;0.020939;392.39;770.287
LockBased Queue;8;62;1000;10;2.58437;0.020969;386.941;769.185
LockBased Queue;9;62;1000;10;2.20055;0.024305;454.431;663.61
LockBased Queue;10;62;1000;10;2.5148;0.021029;397.646;766.99
