queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
LockBased Queue;1;56;1000;10;2.58135;2.55611;387.395;6.98606
LockBased Queue;2;56;1000;10;1.8051;2.07022;553.985;8.62573
LockBased Queue;3;56;1000;10;2.17472;2.06312;459.83;8.65542
LockBased Queue;4;56;1000;10;1.72073;3.2499;581.147;5.49467
LockBased Queue;5;56;1000;10;1.30744;1.91408;764.853;9.32938
LockBased Queue;6;56;1000;10;1.15168;2.2214;868.298;8.03868
LockBased Queue;7;56;1000;10;1.1404;2.03543;876.888;8.77318
LockBased Queue;8;56;1000;10;0.964347;1.97748;1036.97;9.03023
LockBased Queue;9;56;1000;10;1.22025;1.62393;819.507;10.9962
LockBased Queue;10;56;1000;10;0.986629;1.62631;1013.55;10.9802
