queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;60;10000;10;3.77204;3.18379;2651.09;52.3484
FIFO Queue;2;60;10000;10;3.31798;3.4961;3013.88;47.6722
FIFO Queue;3;60;10000;10;3.77275;2.76412;2650.59;60.2965
FIFO Queue;4;60;10000;10;2.99766;3.83282;3335.94;43.4841
FIFO Queue;5;60;10000;10;3.05793;2.89895;3270.19;57.492
FIFO Queue;6;60;10000;10;2.87127;2.62646;3482.78;63.4567
FIFO Queue;7;60;10000;10;2.87463;2.6523;3478.71;62.8385
FIFO Queue;8;60;10000;10;2.88656;2.62052;3464.33;63.6006
FIFO Queue;9;60;10000;10;2.82838;2.6257;3535.59;63.4751
FIFO Queue;10;60;10000;10;2.49298;3.02399;4011.26;55.1149
