queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
FIFO Queue;1;4;100;10;0.790541;0.030818;126.496;811.214
FIFO Queue;2;4;100;10;0.052158;0.045536;1917.25;549.016
FIFO Queue;3;4;100;10;0.061004;0.044734;1639.24;558.859
FIFO Queue;4;4;100;10;0.054412;0.038442;1837.83;650.33
FIFO Queue;5;4;100;10;0.049432;0.040105;2022.98;623.364
FIFO Queue;6;4;100;10;0.050255;0.038813;1989.85;644.114
FIFO Queue;7;4;100;10;0.050765;0.040116;1969.86;623.193
FIFO Queue;8;4;100;10;0.050304;0.038573;1987.91;648.122
FIFO Queue;9;4;100;10;0.050574;0.039785;1977.3;628.378
FIFO Queue;10;4;100;10;0.04826;0.041057;2072.11;608.91
